artist_name,biography,listeners,playcount,similar_artists
Klapa Maslina," <a href=""https://www.last.fm/music/Klapa+Maslina"">Read more on Last.fm</a>",3969,35933,"['Vinko Coce', 'Klapa Intrade', 'Tomislav Bralić', 'Klapa Kampanel', 'Mladen Grdović']"
Lalitya Munshaw," <a href=""https://www.last.fm/music/Lalitya+Munshaw"">Read more on Last.fm</a>",3202,20731,"['Prem Prakash Dubey', 'Susmirata Dawalkar', 'Anjali Jain', 'Vandana Bhardwaj', 'Satish Dehra']"
Sarah Ndagire,"Sarah Ndagire is a performing artist born and raised in Uganda, the pearl and heart of Africa. Sarah is actively participating in the field of “African music, dance and culture.” She has stories to tell about her experiences.

Sarah says her music style is mainly a fusion of traditional music, instruments and beats interspersed with modern styles and arrangements. The traditional instruments akogo, endingidi, engalabi and embutu always feature in her songs. It can be described as a truly Ugandan sound.   <a href=""https://www.last.fm/music/Sarah+Ndagire"">Read more on Last.fm</a>",215,863,"['Ndere Dance Troupe', 'Bernard Kabanda', 'Afrigo Band', 'Kawesa', 'Samite']"
Jay Jay," <a href=""https://www.last.fm/music/Jay+Jay"">Read more on Last.fm</a>",7119,86023,"['Dave Darell Feat. Hardy Hard', 'Mellow Trax Feat. Lyck', 'Alan Master T', 'Xamayca Allstars', 'Kid Cudi vs Crookers']"
Айкын," <a href=""https://www.last.fm/music/%D0%90%D0%B9%D0%BA%D1%8B%D0%BD"">Read more on Last.fm</a>",982,9459,"['Айкын Толепберген', 'Кайрат Нуртас', 'Орда', 'Mysterions', 'Арнау']"
Stimela,"Stimela is a South African Afro-fusion band, founded during the 1970s by Ray Phiri, a self-taught guitarist. The band was formed when Phiri got together with drummer Isaac Mtshali, Thabo Lloyd Lelosa and Jabu Sibumbe, and they initially call themselves the Cannibals. The band started out as instrumentalists, but it later evolved to Afro-fusion when they joined forces with vocalist Jacob ""Mparanyana"" Radebe in 1975, continuing to work together for four years. The band kept going after Radebe died in 1978. <a href=""https://www.last.fm/music/Stimela"">Read more on Last.fm</a>",6807,37352,"['Caiphus Semenya', 'Jonas Gwangwa', 'Phuzekhemisi', 'Mbongeni Ngema', 'Moses Khumalo']"
Валерия,"Stage Name: Valeriya 
Real Name: Valeria (Alla) Perfilova. Born on April 17,1968. In Atkarsk, Saratov Oblast, (former Soviet Union) Russia

She has sold millions of albums, regularly sells out stadiums and arenas and boasts in Russia the similar stardom status as the likes of Madonna and Celine Dion in the World.
Revealed in the August issue of Forbes magazine, in the list of the 50 best paid Russian celebrity actors, athletes, authors and musicians, Valeriya was ranked 9th. <a href=""https://www.last.fm/music/%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D1%8F"">Read more on Last.fm</a>",57843,788363,"['Алсу', 'Кристина Орбакайте', 'ВИА Гра', 'Ані Лорак', 'Полина Гагарина']"
KLAPA PUNTAMIKA," <a href=""https://www.last.fm/music/KLAPA+PUNTAMIKA"">Read more on Last.fm</a>",84,436,"['Tomislav Bralić', 'Mladen Grdović', 'Tedi Spalato', 'Vinko Coce', 'Dalmatino']"
Azad Amedê," <a href=""https://www.last.fm/music/Azad+Amed%C3%AA"">Read more on Last.fm</a>",122,737,"['Aram Serhad', 'Koma Rozerin', 'Burhan Toprak', 'ALI KAYIR', 'Rojda']"
Raj Negi," <a href=""https://www.last.fm/music/Raj+Negi"">Read more on Last.fm</a>",3,11,[]
Cho Yong Pil," <a href=""https://www.last.fm/music/Cho+Yong+Pil"">Read more on Last.fm</a>",11904,101915,"['Kim HyunShik', 'Deul Guk Hwa', '강수지', '이승환', 'Yoo Jae-Ha']"
Krunoslav-Kićo Slabinac," <a href=""https://www.last.fm/music/Krunoslav-Ki%C4%87o+Slabinac"">Read more on Last.fm</a>",3142,30480,"['SLAVONSKI DUKATI', 'Mladen Grdović', 'Srebrna Krila', 'Nenad Ninčevič', 'Rišpet']"
Aidar BMM," <a href=""https://www.last.fm/music/Aidar+BMM"">Read more on Last.fm</a>",495,2392,"['DE LACURE', 'Baller', 'Кисло-сладкий', 'Irina Kairatovna', 'Son Pascal']"
Jabu Khanyile,"Jabu Khanyile (1957 – 11 November 2006) was a South African musician and lead vocalist from the band Bayete.

In 1996 he won the Kora award for best Southern African artist. He performed internationally with Youssou N'Dour, Angélique Kidjo and Papa Wemba. He was known for his Pan-Africanist approach to music, attempting to unite different African styles. He generally performed in a Masai costume carrying a trademark fly-whisk, an East African symbol of royalty.

He died in 2006 after a battle with diabetes and prostate cancer. <a href=""https://www.last.fm/music/Jabu+Khanyile"">Read more on Last.fm</a>",2192,10491,"['Caiphus Semenya', 'Bambata', 'Spokes Mashiyane', 'Boom Shaka', 'Spikiri']"
Park Mi Kyung,"박미경 (Park Mi-kyung) is a South Korean singer, born on 22th November 1965. She debuted in 1985 through the Riverside Song Festival. Her hit songs include 'Reason That Doesn't Feel Like Reason', 'Eve's Warning', and 'Don't Live That Way', and she is famous for her dance and singing skills adorning her soulful ballad songs like 'If it rains on Tuesday' and 'To you who are far away in my memory'. She is one of the few legendary singers who can showcase her tremendous vocal skills in both dance and ballad songs. <a href=""https://www.last.fm/music/Park+Mi+Kyung"">Read more on Last.fm</a>",2522,18688,"['김현정', ""Roo'Ra"", 'Ytc', '스페이스에이', 'Clon']"
Meri Cetinic,"Meri Cetinic, Croatian singer, songwriter, producer. 
She started in pop groups: Che, Delfini and More. While with the group More she recorded her first huge hit More as well as their first album on which she (next to Slobodan M. Kovacevic) was a composer, arranger, piano player and lead singer.
In 1979. she began her solo career; from 1979. til 1989. she recorded 8 albums for the Record company Jugoton. Most of them gold, platinum, and an LP ""Ja sam žena"" which sold in diamond  . <a href=""https://www.last.fm/music/Meri+Cetinic"">Read more on Last.fm</a>",3601,29109,"['Jasna Zlokic', 'Tereza Kesovija', 'Gabi Novak', 'Stijene', 'Vinko Coce']"
Edita Sopjani," <a href=""https://www.last.fm/music/Edita+Sopjani"">Read more on Last.fm</a>",25,189,"['Mariza Ikonomi', 'Genta Ismajli', 'Rovena Stefa', 'Vesa Luma', 'Ledina Çelo']"
Joo Yein," <a href=""https://www.last.fm/music/Joo+Yein"">Read more on Last.fm</a>",1353,5742,"['1set', 'Who R U?', 'Boramiyu', 'Hannah Jang', 'SBGB']"
Kwaya Ya Uinjilisti Ya Vijana Arusha Mjini," <a href=""https://www.last.fm/music/Kwaya+Ya+Uinjilisti+Ya+Vijana+Arusha+Mjini"">Read more on Last.fm</a>",120,415,"['Kwaya Ya Uinjilisti Ya Vij...', 'Judy Karanja', 'Our Lady of Fatima Kongowea Catholic Choir', 'Viva vox', 'Reuben Kigame']"
Tamer Günaydın," <a href=""https://www.last.fm/music/Tamer+G%C3%BCnayd%C4%B1n"">Read more on Last.fm</a>",73,151,"['Gülay Korkmaz', 'Deniz Küçükakyüz', 'Aydoğan Topal', 'Özgür Baltacı', 'Erman Birben']"
As One,"There are three bands called As One.
1) As One is one of the recording aliases of Kirk Degiorgio. Kirk Degiorgio produces mellow electronic music, incorporating soul into Detroit techno. 
2) As One is a Korean female duo consisting of Yi Min Young and Crystal Chae (에즈원). They were discovered by one of the former members of critically acclaimed Korean R&B group SOLID who attended their church one day and heard them sing. Go here 애즈원 for the correct link to their page. <a href=""https://www.last.fm/music/As+One"">Read more on Last.fm</a>",55581,632290,"['Dan Curtin', 'Bandulu', 'B12', 'Move D', 'Balil']"
Hızır Acil," <a href=""https://www.last.fm/music/H%C4%B1z%C4%B1r+Acil"">Read more on Last.fm</a>",242,957,"['Davut Güloğlu', 'Mehmet Akyildiz', 'Onur Atmaca', 'Onay Şahin', 'Nesrin Sipahi']"
Tural Everest," <a href=""https://www.last.fm/music/Tural+Everest"">Read more on Last.fm</a>",2482,21753,"['Руслан Добрый', 'Рейсан Магомедкеримов', 'Артур Халатов', 'Шамиль Кашешов', 'Артур Саркисян']"
Judith Sephuma,"Judith Sephuma

Growing up in Polokwane (formerly Pietersburg) in South Africa's Limpopo Province, Judith knew that she wanted to be a singer from an early age. After matriculating at Khagiso High School, she attended Johannesburg's legendary FUBA Academy music school in 1993, where she received her Grade 5 Music Diploma. One of her fellow students was an ambitious young guitarist who she knew from Polokwane, one Selaelo Selota, a man who would play a major role in her career. <a href=""https://www.last.fm/music/Judith+Sephuma"">Read more on Last.fm</a>",19693,89131,"['Sibongile Khumalo', 'Dorothy Masuka', 'Tarika', 'Busi Mhlongo', 'Mahotella Queens']"
Dilnaz Akhmadiyeva," <a href=""https://www.last.fm/music/Dilnaz+Akhmadiyeva"">Read more on Last.fm</a>",209,3070,"['ZulpYe', 'Uyghurche Tallanma Naxshilar', 'Saniyam Ismail', 'AYAU', '克尔曼']"
Арай," <a href=""https://www.last.fm/music/%D0%90%D1%80%D0%B0%D0%B9"">Read more on Last.fm</a>",175,786,"['Кайрат Нуртас', 'Асан Пердешов', 'Арнау', ""Melo'Men"", 'Азия']"
Tomislav Ivčić,"Rođeni Zadranin, bio je jedan od najpoznatijih hrvatskih pjevača i skladatelja svog vremena, zahvaljujući brojnim nastupima na festivalima zabavne glazbe 1970-ih godina na dalje. Tijekom glazbene karijere proslavio se brojnim uspješnicama, uglavnom inspiriranim dalmatinskim folklorom, ali i obradom poznatih talijanskih canzona. U svojoj je bogatoj pjevačkoj i skladateljskoj karijeri napisao preko 200 pjesama i tekstova te snimio 23 albuma koji su prodani u 2,5 milijuna primjeraka. <a href=""https://www.last.fm/music/Tomislav+Iv%C4%8Di%C4%87"">Read more on Last.fm</a>",4084,48470,"['Mladen Grdović', 'Milo Hrnić', 'Mišo Kovač', 'Đani Maršan', 'Vinko Coce']"
Afrigo Band,"Afrigo band is one of the longest surviving  popular bands in Uganda. It evolved from Cranes band which ruled the Ugandan airwaves in the early 70s. Led by vocalist and saxophone player Moses Matovu ,Afrigo Band  has  entertained Ugandans for a decades and has played popular hits like Speed Control, Amazzi genyama . Jim wange  , Nnantongo, Tondeka  awaka, Maria, and many others . It still captures the hearts and souls both of the young and old in East Africa and the world <a href=""https://www.last.fm/music/Afrigo+Band"">Read more on Last.fm</a>",2065,9049,"['Ndere Dance Troupe', 'Angela Kalule', 'Nyzonza Singers', 'Kawesa', 'Radio and Weasel']"
Klapa Cambi,"Klapa Cambi is a Croatian vocal a capella group.

The group is from the old town of Split, and performs traditional songs of the coastal Croatian region - Dalmatia. They, like many other Croatian a capella bands, follow the ancient tradition of singing and performing, and are one of the most popular bands in their genre. <a href=""https://www.last.fm/music/Klapa+Cambi"">Read more on Last.fm</a>",3942,75068,"['Klapa Iskon', 'Klapa Kumpanji', 'Klapa Intrade', 'Klapa Fortunal', 'Klapa Kampanel']"
klapa Šufit," <a href=""https://www.last.fm/music/klapa+%C5%A0ufit"">Read more on Last.fm</a>",414,5362,"['Tomislav Bralić', 'Klapa Sveti Juraj HRM', 'Klapa Maslina', 'Vinko Coce', 'Klapa Iskon']"
Natali,"Incorrect tag for Натали <a href=""https://www.last.fm/music/Natali"">Read more on Last.fm</a>",34170,302925,"['Ruki Vverh!', 'arthur pirozhkov', 'Натали', 'Nyusha', 'Ирина Аллегрова']"
Collo," <a href=""https://www.last.fm/music/Collo"">Read more on Last.fm</a>",2478,6219,"['Compatibles2', 'DAVID FOXX', 'Naked 9', 'Flunch', 'The Hollow Man']"
Jay A," <a href=""https://www.last.fm/music/Jay+A"">Read more on Last.fm</a>",480,1816,"['FYGA', 'GPC', 'CE$', 'Chima Ede', 'MCNZI']"
Drain,"There is more than one artist with this name:

1) DRAIN is a thrash metal/hardcore band from Santa Cruz, California
https://drain831.bandcamp.com/ | https://www.instagram.com/drain831/

2) Drain is Butthole Surfers drummer and former Trance Syndicate head King Coffey with bassist Owen McMahon of  Cherubs  and guitarist David McCreath.

3) DRAIN is a metallic crust band from Maine.

4) Drain was a Czech garage/indie rock band. They have changed their name to The Drain <a href=""https://www.last.fm/music/Drain"">Read more on Last.fm</a>",133661,4065365,"['Mindforce', 'Incendiary', 'Sunami', 'Trapped Under Ice', 'Gel']"
Vinko Coce," <a href=""https://www.last.fm/music/Vinko+Coce"">Read more on Last.fm</a>",4757,59339,"['Mladen Grdović', 'Klapa Maslina', 'Tomislav Bralić', 'Mišo Kovač', 'Tomislav Ivčić']"
Jasna Zlokic,"Incorrect tag for Jasna Zlokić. <a href=""https://www.last.fm/music/Jasna+Zlokic"">Read more on Last.fm</a>",4257,39899,"['Meri Cetinic', 'Vinko Coce', 'Mladen Grdović', 'Tomislav Ivčić', 'Mišo Kovač']"
鄧麗君,"Teresa Teng (Sometimes spelled Teresa Tang or Teresa Deng ; Traditional Chinese: 鄧麗君 ; Simplified Chinese: 邓丽君 ; Hanyu Pinyin: Dèng Lìjūn ; Wade-Giles: Teng Li-chün) (January 29, 1953 - May 8, 1995) was one of the most famous Taiwanese singers. She used to perform on the Japanese market under the name of テレサ・テン (Japanese transcription Teresa Ten)


She was born in Yunlin County, Taiwan to a Chinese mainlander family. Her father side was from Hebei province, China; her mother side was from Shandong province, China. <a href=""https://www.last.fm/music/%E9%84%A7%E9%BA%97%E5%90%9B"">Read more on Last.fm</a>",21400,644314,"['譚詠麟', '邓丽君', '陳慧嫻', '周慧敏', '梅艷芳']"
Kim Yeonji,"Kim Yeon-ji (born October 30, 1986) is a South Korean singer and musical actress. She was the lead vocalist of South Korean vocal group, SeeYa until becoming a solo artist after SeeYa's disbandment in 2011. During her tenure with the group, Kim was noted for her dynamic vocal style and wide vocal range. <a href=""https://www.last.fm/music/Kim+Yeonji"">Read more on Last.fm</a>",14723,127120,"['Lee Hae Ri', 'SE O', 'Kim Jong Wan', 'GB9', 'Solji']"
Saro Vardanyan," <a href=""https://www.last.fm/music/Saro+Vardanyan"">Read more on Last.fm</a>",430,1986,"['Virab Virabyan', 'Артур Саркисян', 'Edgar Gevorgyan', 'Mamikon', 'Аркадий Думикян']"
FauloCity," <a href=""https://www.last.fm/music/FauloCity"">Read more on Last.fm</a>",1524,9484,"['Romantiqua', 'Monotheism', 'Swimmingdoll', 'Octopus King', 'Desert Flower']"
Sunny Hill,"Sunny Hill (Korean: 써니힐) is a South Korean pop group. It originally had three members in 2007 — Janghyun, Seungah, and Jubee, then added a fourth member, named Kota, and later in 2011 a fifth, named Misung. Leader Janghyun left the group in early 2014 shortly after returning from mandatory military training to focus on a solo career. In 2017, the group left their company LOEN Entertainment. They went on hiatus from 2017-2019, after which Kota <a href=""https://www.last.fm/music/Sunny+Hill"">Read more on Last.fm</a>",32017,1168496,"['Brown Eyed Girls', 'Spica', 'Secret', ""LADIES' CODE"", 'SONAMOO']"
2nd Moon,"두번째 달은 영화음악가 김현보를 중심으로 결성된 에스닉 사운드 밴드이다. 세계 여러 나라의 민속 음악을 다양한 시각으로 풀어낸 이들은 홍대 클럽 위주의 라이브 공연으로 활동을 시작했으며 드라마 ""아일랜드""에 실린 '서쪽하늘에'로 이름을 알렸다. 이 곡으로 ""한국 대중음악상""에서 올해의 영화 드라마 음악 부문을 수상한 2005년 2월 대망의 첫 앨범 ""2nd Moon""을 공개 <a href=""https://www.last.fm/music/2nd+Moon"">Read more on Last.fm</a>",9277,109274,"['Jung Yup', 'Seo Hyun Jin', 'Song Sohee', 'John Eun', 'Nam Hye Seung']"
이승철,"Lee Seung Chul (이승철; born December 5, 1966 in Seoul, South Korea) is a South Korean singer. He was the main vocal of Boohwal, a South Korean rock band, until 1989 when he parted with the band and released his first solo album, ""안녕이라고 말하지마"" (Don't Say Good-Bye). In 2005 his 7th album, ""긴하루"" (The Livelong Day), won him Korean Music Awards for best male singer. He has been working for a judge in reality television series Superstar K. <a href=""https://www.last.fm/music/%EC%9D%B4%EC%8A%B9%EC%B2%A0"">Read more on Last.fm</a>",9523,230801,"['M.C The Max', '이문세', '부활', '김동률', '이수영']"
Nikolay Baskov,"Nikolay Victorovich Baskov (Николай Викторович Басков) is a popular russian tenor singer. He’s known for performing both classical operatic arias and pop music songs.

Nikolay was born October 15, 1976, in Balashikha, Russian SFSR. He studied Gnessin music academy in Moscow, and became an aspirant of Moscow State Petr Chaykovsky Conservatory. In 1998 Baskov won the first prize on All-Russian Young Singers Competition and second prize in Grande Voce competition 1999 in Spain. <a href=""https://www.last.fm/music/Nikolay+Baskov"">Read more on Last.fm</a>",4737,36710,"['Philipp Kirkorov', 'Igor Nikolayev', 'Yuri Shatunov', 'Valery Meladze', 'Elena Vaenga']"
Octopizzo," <a href=""https://www.last.fm/music/Octopizzo"">Read more on Last.fm</a>",2024,38438,"['Wakadinali', 'Breeder LW', 'BURUKLYN BOYZ', 'Chris Kaiga', 'Khaligraph Jones']"
