nombre,biografia,oyentes,reproducciones,similares
Mike Williams,"Mike Willamsen (Drunen, Países Bajos, 27 de noviembre de 1996) más conocido por su nombre artístico Mike Williams, es un DJ y productor neerlandés orientado principalmente al Future Bounce.

Willemsen nació el 27 de noviembre de 1996 en Drunen , Países Bajos . Comenzó a tocar el piano cuando era un niño a la edad de 6 años. Cuando creció un poco, aprendió a leer hojas de música cuando tomó lecciones de piano, pero prefería idear , hacer y tocar sus propias canciones. <a href=""https://www.last.fm/music/Mike+Williams"">Read more on Last.fm</a>",203369,2803341,"['MesTo', 'Lucas & Steve', 'Justin Mylo', 'Jay Hardway', 'Brooks']"
Ancestral Elephants," <a href=""https://www.last.fm/music/Ancestral+Elephants"">Read more on Last.fm</a>",11910,80427,"['Sadhu Sensi', 'Shwamp', 'Kalpataru Tree', 'Elea', 'Reasonandu']"
Mathame," <a href=""https://www.last.fm/music/Mathame"">Read more on Last.fm</a>",64312,545558,"['Agents Of Time', 'Mossano', 'ARTBAT', 'Mind Against', 'Colyn']"
Traf," <a href=""https://www.last.fm/music/Traf"">Read more on Last.fm</a>",15944,110262,"['Emrod', 'Romulus', 'Klangphonics', 'Mees Salomé', 'Petit Biscuit']"
Ilkay Sencan," <a href=""https://www.last.fm/music/Ilkay+Sencan"">Read more on Last.fm</a>",109312,751917,"['Dj KaNTiK', 'Kaan Pars', 'Osman', 'Mahmut Orhan', 'Burak Yeter']"
Henrique Camacho," <a href=""https://www.last.fm/music/Henrique+Camacho"">Read more on Last.fm</a>",43879,346670,"['Vegas (Brazil)', 'Sajanka', 'Hilight Tribe', 'Astrix', 'Belik Boom']"
Sam Feldt,"Sammy Renders (1 de agosto de 1993), mejor conocido por su nombre artístico Sam Feldt, es un DJ y productor de música house holandés, reside en Amsterdam, Holanda.

En 2015, lanzó una nueva versión de ""Show Me Love"" de Robin S. La canción fue lanzada por Spinnin 'Records y Polydor. Se convirtió en un éxito instantáneo, llegando al número 4 en la lista de singles del Reino Unido  y alcanzó la posición 21 en el Top 40 holandés. En Australia, ""Show Me Love"" obtuvo certificación de oro. <a href=""https://www.last.fm/music/Sam+Feldt"">Read more on Last.fm</a>",698113,9664881,"['Sigala', 'Robin Schulz', 'Kygo', 'R3hab', 'Mike Perry']"
Lucky Luke," <a href=""https://www.last.fm/music/Lucky+Luke"">Read more on Last.fm</a>",223412,2787608,"['Gaullin', 'HVME', 'Tujamo', 'Ed Marquis', 'Vize']"
Rnbstylerz," <a href=""https://www.last.fm/music/Rnbstylerz"">Read more on Last.fm</a>",70628,509385,"['SIKDOPE', 'Deluxo', 'Mike Candys', 'Vairo', 'Will Sparks']"
ARTBAT," <a href=""https://www.last.fm/music/ARTBAT"">Read more on Last.fm</a>",156678,1643414,"['Anyma', 'Argy', 'Kevin De Vries', 'Agents Of Time', 'Adriatique']"
Jax Jones,"Timucin Fabian Kwong Wah Aluo (25 de julio de 1987, Londres, Reino Unido), también conocido como Jax Jones, es un DJ británico, productor discográfico, cantante, compositor y remezclador. Él es mejor conocido por presentar en el sencillo de 2014 I Got U de Duke Dumont, alcanzando el número uno en UK Singles Chart, y su sencillo de 2016 You Don't Know Me con Raye, que alcanzó el puesto número tres en UK Singles Chart. <a href=""https://www.last.fm/music/Jax+Jones"">Read more on Last.fm</a>",940932,14967499,"['Sigala', 'Joel Corry', 'Nathan Dawe', 'Jonas Blue', 'Ofenbach']"
Boris Brejcha,"Boris Brejcha, nacido el 26/11/1981, se interesó en la música a una edad temprana. Ya a la edad de seis años aprendió a tocar la batería y el teclado, que le ha dado una buena base musical. 

Su preferencia en la música electrónica fue influenciada por su entorno y su evasión de los sonidos convencionales, tales como la música de guitarra, etc. En ese momento, el show radial RPR Maximal de RPR1 apoyó e influenció las primeras creaciones electrónicas de Boris Brejcha en la PC. <a href=""https://www.last.fm/music/Boris+Brejcha"">Read more on Last.fm</a>",304068,7068859,"['Deniz Bul', 'Hozho', 'Sam Paganini', 'Ann Clue', 'Oliver Huntemann']"
K-391,"Kenneth Osberg Nilsen (Bamble, Noruega,  2 de noviembre de 1994), más conocido por su nombre artístico K-391, es un productor y DJ noruego. Es mejor conocido por su sencillo de 2018 ""Ignite"", una colaboración con Alan Walker, que alcanzó el número uno en Noruega. <a href=""https://www.last.fm/music/K-391"">Read more on Last.fm</a>",255530,3762050,"['Alan Walker', 'Axel Johansson', 'Jim Yosef', 'Elektronomia', 'Vicetone']"
Avalon,"Hay varios artistas con este nombre.

1. 
AVALON fue una banda Alemana de Melodic/Porgressive Metal fundada en 1992 por el vocalista Many Stürner, el bajista Petra Hasselkuss, el guitarrista Sebastián Eder, tecladista Jens Kuckelkorn y en la batería  Peter ""Ringo"" Kei - todos ellos experimentados y capacitados, que estudiaron en el MGI / BSM (Munich Guitar Institute / Bass School Munich ), en el PIT (Percussion Institute Of Technology), así como tener clases particulares con el canto de formación clásica y profesores de piano. <a href=""https://www.last.fm/music/Avalon"">Read more on Last.fm</a>",191119,1917830,"['Point of Grace', 'Alpha Portal', 'Newsboys', 'Steven Curtis Chapman', 'Rebecca St. James']"
Meduza,"Meduza es un trío de productores italiano formado por Luca de Gregorio, Mattia Vitale y Simone Giani. Son mejor conocidos por su canción de 2019 ""Piece of Your Heart"", que fue una colaboración con el trío de producción británico Goodboys. Alcanzó el número dos en la lista de singles del Reino Unido tras su lanzamiento, y finalmente fue nominado para el premio Grammy a la mejor grabación dance. 

El 11 de noviembre de 2020, Meduza realizó un set en vivo en Cava dei Balestrieri en San Marino. <a href=""https://www.last.fm/music/Meduza"">Read more on Last.fm</a>",954982,16659605,"['Alok', 'Joel Corry', 'Jax Jones', 'Lost Frequencies', 'R3hab']"
Loud Luxury," <a href=""https://www.last.fm/music/Loud+Luxury"">Read more on Last.fm</a>",635800,8332476,"['Sam Feldt', 'Joel Corry', 'Sigala', 'Meduza', 'Martin Garrix']"
Nico Morano," <a href=""https://www.last.fm/music/Nico+Morano"">Read more on Last.fm</a>",38355,211224,"['Jay Dunham', 'Pato Shoucair', 'Stavroz', 'FRANBROON', 'Jan Blomqvist']"
Colectivo Panamera,"Colectivo Panamera renueva los ritmos más queridos del otro lado del Atlántico desde la cumbia hasta el calypso, pasando por la rumba y el carnavalito mezclado todo ello con el rock más auténtico Las melodías que salen de las tres mentes creadoras del colectivo: Nacho Taboada, Pepe Curioni y Vanja Polacek, transmiten una alegría por vivir y sus letras hablan de los temas más universales del ser humano como el amor y el desamor, el viaje por fuera y por dentro de uno mismo y el paso del tiempo. <a href=""https://www.last.fm/music/Colectivo+Panamera"">Read more on Last.fm</a>",11005,117992,"['Club del Río', 'Santero y los Muchachos', 'ELYELLA', 'STAY HOMAS', 'Los Telepáticos']"
Riton," <a href=""https://www.last.fm/music/Riton"">Read more on Last.fm</a>",935505,9565853,"['Jax Jones', 'Joel Corry', 'Nathan Dawe', 'Oliver Heldens', 'James Hype']"
Kush Kush," <a href=""https://www.last.fm/music/Kush+Kush"">Read more on Last.fm</a>",73594,527033,"['L.B. One', 'Felix Jaehn', 'Kokab', 'Merk & Kremont', 'Vinai']"
Alex Rasov," <a href=""https://www.last.fm/music/Alex+Rasov"">Read more on Last.fm</a>",3918,31651,"['Korg S', 'D.White', 'Marcel De Van', 'T.M.-Joy', 'Martik C']"
LUM!X," <a href=""https://www.last.fm/music/LUM%21X"">Read more on Last.fm</a>",220947,2821075,"['R3hab', 'B3nte', 'Ofenbach', 'Tungevaag', 'Kyanu']"
Topic," <a href=""https://www.last.fm/music/Topic"">Read more on Last.fm</a>",513301,5894149,"['Felix Jaehn', 'R3hab', 'Robin Schulz', 'Alok', 'Joel Corry']"
Felsenstein," <a href=""https://www.last.fm/music/Felsenstein"">Read more on Last.fm</a>",33355,302869,"['Nightcore', 'Nightcore Reality', 'Jaegershu', 'Rock Emo Nightcore', 'Syrex']"
Stromae,"Stromae, nombre artístico de Paul Van Haver (12 de marzo de 1985 en Bruselas) es un cantautor de origen belga y ruandés. Produce música electro y hip hop.

Se hizo popular gracias al sencillo Alors on danse, que se mantuvo durante 5 semanas en el puesto nr. 1 de las listas belgas en 2009. En Alemania y Francia alcanzó el primer puesto de las listas de ventas de singles de iTunes y número 2 en Italia

Paul van Haver mostró interés por la música <a href=""https://www.last.fm/music/Stromae"">Read more on Last.fm</a>",1905499,56328866,"['Indila', 'Gims', 'Angèle', 'Pomme', 'Fréro Delavega']"
Mr. Black & Blue," <a href=""https://www.last.fm/music/Mr.+Black+&+Blue"">Read more on Last.fm</a>",5112,19258,"['Mark Coles', 'David Atsman', 'PinkFish', 'John Laurant', 'Admess']"
SAINt JHN,"Carlos St. John, better known by his stage name Saint Jhn (stylized as SAINt JHN), is Guyanese-American rapper, singer, songwriter, and record producer. He released his first album under the Saint Jhn moniker, Collection One, in March 2018. He is best known for his single ""Roses"", initally released in 2016. A 2019 remix of ""Roses"" by Kazakh DJ Imanbek helped the song become a worldwide hit; it has so far reached the top 40 of the US Billboard Hot 100 and topped the charts in Australia, the Netherlands, Ireland, New Zealand and the UK. <a href=""https://www.last.fm/music/SAINt+JHN"">Read more on Last.fm</a>",940968,20621473,"['6LACK', 'THEY.', 'Roy Woods', 'Tyla Yaweh', 'GASHI']"
Regard," <a href=""https://www.last.fm/music/Regard"">Read more on Last.fm</a>",829267,11110416,"['Joel Corry', 'Sam Feldt', 'Topic', 'Jax Jones', 'Meduza']"
Dayvi," <a href=""https://www.last.fm/music/Dayvi"">Read more on Last.fm</a>",127977,824747,"['PEDRO SAMPAIO', 'Léo Santana', 'dubdogz', 'Nego do Borel', 'Tropa do Bruxo']"
AJ Tracey," <a href=""https://www.last.fm/music/AJ+Tracey"">Read more on Last.fm</a>",482648,16015532,"['Headie One', 'Dave', 'J Hus', 'Giggs', 'Unknown T']"
French 79," <a href=""https://www.last.fm/music/French+79"">Read more on Last.fm</a>",441771,5085796,"['Thylacine', 'Kid Francescoli', 'Fred Nevché', 'NTO', 'Else']"
KOMPROMAT," <a href=""https://www.last.fm/music/KOMPROMAT"">Read more on Last.fm</a>",70007,885192,"['Mansfield.TYA', 'Sexy Sushi', 'Vive La Fête', 'Grand Blanc', 'Léonie Pernet']"
Marie Davidson," <a href=""https://www.last.fm/music/Marie+Davidson"">Read more on Last.fm</a>",161002,2012266,"['Darkside', 'Whatever The Weather', 'Kelly Lee Owens', 'DJ Koze', 'Essaie Pas']"
Manco the Sound," <a href=""https://www.last.fm/music/Manco+the+Sound"">Read more on Last.fm</a>",6201,36150,"['Yilberking', 'Daniel Parranda', 'Fumaratto', 'Dj Dasten', 'Santiago Cardona']"
Ed Sheeran,"Edward Christopher Sheeran (n. 17 de febrero de 1991 en Halifax, Reino Unido), mejor conocido por su nombre artístico Ed Sheeran, es un cantautor y guitarrista británico. Sus composiciones tocan principalmente los géneros y estilos pop rock, folk, hip hop, acústico e indie.
No fue hasta 2005 que comenzó a enfocarse seriamente en su carrera. Tras grabar y lanzar alrededor de seis EP como artista independiente, el actor Jamie Foxx lo invitó a aparecer en su programa de radio en Los Ángeles, California. <a href=""https://www.last.fm/music/Ed+Sheeran"">Read more on Last.fm</a>",4014395,243028678,"['Lewis Capaldi', 'James Arthur', 'Shawn Mendes', 'Myles Smith', 'Calum Scott']"
Sound of Legend," <a href=""https://www.last.fm/music/Sound+of+Legend"">Read more on Last.fm</a>",102371,820275,"['Trinix', 'Upsilone', 'Jungeli', 'Kungs', 'KeBlack']"
Afro House Dj," <a href=""https://www.last.fm/music/Afro+House+Dj"">Read more on Last.fm</a>",3558,11925,"['Daniel Parranda', 'Dj Freky', 'Aleteo Beatz', 'Manco the Sound', 'Gio Silva']"
Sean Finn," <a href=""https://www.last.fm/music/Sean+Finn"">Read more on Last.fm</a>",104172,542812,"['Richard Grey', 'Block & Crown', 'Ben Delay', 'Yvvan Back', 'nari']"
Wiley," <a href=""https://www.last.fm/music/Wiley"">Read more on Last.fm</a>",681027,9585979,"['JME', 'Roll Deep', 'Frisco', 'Dizzee Rascal', 'D Double E']"
Qodës," <a href=""https://www.last.fm/music/Qod%C3%ABs"">Read more on Last.fm</a>",19413,159637,"['Unklfnkl', 'Feder', 'Monoir', 'Dj Dark', 'SICKOTOY']"
Play Slow," <a href=""https://www.last.fm/music/Play+Slow"">Read more on Last.fm</a>",1092,2068,"['Alana Puig', 'Hassan Bin Rashid', 'Trasto', 'DARK DANNY', 'PHONK TRIP']"
Estelle,"Estelle Fanta Swaray (nacida el 18 de Enero de 1980), simplemente conocida como Estelle, es una cantante-compositora, rapera, productora y ganadora del premio Grammy originaria del Oeste de Londres, Inglaterra. En liga con otras cantantes británicas de soul contemporáneas como Amy Winehouse, Adele y Duffy,
Estelle es conocida por su ecléctica mezcla de varios géneros musicales incluyendo rythm and blues, soul, reggae, rap, grime, hip hop, pop e incluso dance. <a href=""https://www.last.fm/music/Estelle"">Read more on Last.fm</a>",2089623,21704110,"['Amerie', 'Faith Evans', 'Kelly Rowland', 'Mary J. Blige', 'Ciara']"
Chico Rose," <a href=""https://www.last.fm/music/Chico+Rose"">Read more on Last.fm</a>",179859,1475587,"['Yves V', 'Vinai', 'Gaullin', 'Dynoro', 'Vize']"
Jay-Jay Johanson,"Jäje Johanson, conocido como Jay Jay Johanson es un cantante y compositor nacido en 1969 en Trollhattan, Suecia. A los siete años comenzó a estudiar en un conservatorio musical, en el que aprendió a tocar el piano, el saxofón y el clarinete. Durante su juventud, compaginó sus estudios de diseño con su trabajó como dj.

En 1996, en pleno auge del Trip hop, publicó su primer álbum titulado Whiskey, en el que se podía encontrar el aire melancólico y sugerente de grupos como Portishead <a href=""https://www.last.fm/music/Jay-Jay+Johanson"">Read more on Last.fm</a>",345734,6555242,"['Oi Va Voi', 'Elsiane', 'The Grus', 'Sneaker Pimps', 'Archive']"
Jeirex," <a href=""https://www.last.fm/music/Jeirex"">Read more on Last.fm</a>",1033,1865,"['Jack Zade', 'Gherardo Robusto', 'Enizzyo', 'Sroka', 'Das SPEZIAL']"
Hector Couto,"Originario de las Islas Canarias (España), este joven productor y DJ, ha logrado evolucionar con el tiempo e innovar musicalmente con un estilo muy eclectico, fusionando muchos estilos y sonidos, pero siempre con un groove contundente, por el cual se caracteriza. 

Soulman Music, Nulogic Records, Noir Music, Starlight, Dataworx Digital, Presslab, Muzik X-Press…Estos son solo algunos de los muchos sellos que ha publicado su propia música, consiguiendo en repetidas ocasiones colarse en el top 100 de deep house y tech house de Beatport <a href=""https://www.last.fm/music/Hector+Couto"">Read more on Last.fm</a>",29506,133781,"['Cuartero', 'Miguel Bastida', 'Rafa Barrios', 'LondonGround', 'Danny Serrano']"
Cero39," <a href=""https://www.last.fm/music/Cero39"">Read more on Last.fm</a>",29355,224955,"['La Payara', 'Ghetto Kumbé', 'Mr. Bleat', 'Ácido Pantera', 'Acid Coco']"
Younotus," <a href=""https://www.last.fm/music/Younotus"">Read more on Last.fm</a>",168707,1675245,"['Toby Romeo', 'Glockenbach', 'twocolors', 'Lizot', 'Felix Jaehn']"
Michael Kiwanuka,"Michael Kiwanuka es un cantante británico, frecuentemente comparado a Bill Withers o a Otis Redding. Ha sido designado Sound of 2012 por un sondeo de la BBC de enero de 2012.

Hijo de ugandeses que huían del régimen de Idi Amin Dada, Michael Kiwanuka crece en el barrio de Muswell Hill, en el norte de Londres, desarrollando aficiones hacia el club de futbol Tottenham y hacia la guitarra. Michael dice de ese periodo: ""en casa había poca música, porque el tocadiscos estaba roto"". <a href=""https://www.last.fm/music/Michael+Kiwanuka"">Read more on Last.fm</a>",948908,23014511,"['Curtis Harding', 'Black Pumas', 'Leon Bridges', 'Son Little', 'Sault']"
Catching Flies," <a href=""https://www.last.fm/music/Catching+Flies"">Read more on Last.fm</a>",329362,3974543,"['Henry Green', 'Parra for Cuva', 'il:lo', 'Tor', 'Tourist']"
Ghost and Pals," <a href=""https://www.last.fm/music/Ghost+and+Pals"">Read more on Last.fm</a>",243928,10819693,"['RIProducer', 'Vane Lily', 'Crusher-P', 'CreepP', 'Circus-P']"
Shaed," <a href=""https://www.last.fm/music/Shaed"">Read more on Last.fm</a>",489795,4477907,"['Winona Oak', 'Bishop Briggs', 'X Ambassadors', 'Tones and I', 'Kiiara']"
Dimrain47," <a href=""https://www.last.fm/music/Dimrain47"">Read more on Last.fm</a>",36566,865447,"['Nighthawk22', 'dj-Nate', 'F-777', 'Waterflame', 'ParagonX9']"
Halogen," <a href=""https://www.last.fm/music/Halogen"">Read more on Last.fm</a>",120101,1072822,"['Astron', 'TotalDeadCenter', 'Adore', 'MDK', 'Typo']"
dubdogz," <a href=""https://www.last.fm/music/dubdogz"">Read more on Last.fm</a>",213288,2098733,"['Cat Dealers', 'KVSH', 'Vintage Culture', 'Bhaskar', 'Öwnboss']"
Monsieur Periné,"Su propuesta que involucra géneros como el jazz, pop y swing. La voz es Catalina García, David González es el contrabajo, Nicolás Junca, se encarga de la guitarra; Santiago Prieto toca Charango, violín y guitarra, Camilo Parra se encarga de los vientos (flauta, clarinete, melódica),  Miguel Guerra es el percusionista y finalmente Daniel Chebaír interpreta la batería.

Santiago Prieto (Charango/Guitarra)
Camilo Parra (Flauta/Clarinete/Melódica) <a href=""https://www.last.fm/music/Monsieur+Perin%C3%A9"">Read more on Last.fm</a>",277090,3624001,"['Andrés Cepeda', 'Juan Pablo Vega', 'Aterciopelados', 'Bomba Estéreo', 'Esteman']"
Rooftime," <a href=""https://www.last.fm/music/Rooftime"">Read more on Last.fm</a>",68446,624699,"['Vintage Culture', 'dubdogz', 'Cat Dealers', 'Bhaskar', 'Leviro']"
Young T & Bugsey," <a href=""https://www.last.fm/music/Young+T+&+Bugsey"">Read more on Last.fm</a>",225138,2563901,"['Headie One', 'MOSTACK', 'Aitch', 'Digga D', 'D-Block Europe']"
Twin Tribes,"Twin Tribes es un duo de estilo Dark Wave / Post Punk conformado por Luis Navarro (voz, guitarra, sintetizador, cajas de ritmos) y Joel Niño, Jr. (bajo, sintetizador, voz) con sede en Brownsville, Texas de los EE. UU. Lanza un álbum titulado “Shadows” a principios de 2018, que rápidamente recibió mucha atención en la escena. La primera edición apareció en el sello español Dead Wax Records. Despues Young & Cold Records lanza la reimpresión en un vinilo rojo transparente <a href=""https://www.last.fm/music/Twin+Tribes"">Read more on Last.fm</a>",288041,6032338,"['She Past Away', 'French Police', 'Harsh Symmetry', 'This Cold Night', 'Forever Grey']"
Dj Esli," <a href=""https://www.last.fm/music/Dj+Esli"">Read more on Last.fm</a>",6632,26036,"['DJ Freshly', 'Daniel Parranda', 'Leeb', 'DJ travesura', 'Dj Freky']"
PAAX (Tulum)," <a href=""https://www.last.fm/music/PAAX+(Tulum)"">Read more on Last.fm</a>",39826,271714,"['Antaares', 'Luca Musto', 'Buddha-Bar', 'thds', 'Pupkulies & Rebecca']"
Bru-C," <a href=""https://www.last.fm/music/Bru-C"">Read more on Last.fm</a>",189619,4420093,"['Vibe Chemistry', 'Issey Cross', 'Alcemist', 'Goddard.', 'Mollie Collins']"
