artist_name,biography,listeners,playcount,similar_artist
Ильяз Андаш,https://www.last.fm/music/%D0%98%D0%BB%D1%8C%D1%8F%D0%B7+%D0%90%D0%BD%D0%B4%D0%B0%D1%88,70,2446,Мирбек Атабеков
Homeboy,"There are at least three artists with the name Homeboy.

1. Homeboy (aka AK-Industry with his brother DJ Mayhem) is a hardcore producer and the owner of Nekrolog1k & Agnost1k record labels. 

2. Homeboy, house producer from Croatia, and co-owner of House Is OK records. 

3. South korean artist who is part of Wet Boyz.

Bio for 2.:
A naturally gifted musician and composer, Homeboy spends 99% of his life eating, breathing and even sweating music. He’s equally at home crafting music for commercial purposes or making his first love https://www.last.fm/music/Homeboy",64853,212156,Limit
Say Sue Me,"Say Sue Me is a four piece Indie Pop / Indie Rock band from Busan, South Korea. Since their formation in 2012, they have released their first album [We've Sobered Up] and an EP [Big Summer Night]. They prefer to describe themselves as a band that plays surf rock and like a variety of 90's indie rock.  Some have categorized them as shoegaze.  Lead singer Sumi Choi prefers to sing in English, with a few tracks in Korean.

Damnably Records of London https://www.last.fm/music/Say+Sue+Me",94779,1311505,Sobs
Suraj Sahu,https://www.last.fm/music/Suraj+Sahu,2,2,
Kim Wan-sun,"Kim Wan Sun (Hangul: 김완선, Hanja:  金元萱 ; born May 16, 1969) is a South Korean pop singer. https://www.last.fm/music/Kim+Wan-sun",28782,261234,엄정화
Secret Asian Men,https://www.last.fm/music/Secret+Asian+Men,1286,13210,Rainbow99
King Kaka,"King Kaka, whose real name is Kennedy Ombima, is a rapper and entrepreneur known for his introspective lyrics and socially conscious music. Tracks like “Dundaing” and “Mwizi Mkubwa” have solidified his place in the Kenyan music scene. https://www.last.fm/music/King+Kaka",1266,11942,Khaligraph Jones
Руслан Абылов,https://www.last.fm/music/%D0%A0%D1%83%D1%81%D0%BB%D0%B0%D0%BD+%D0%90%D0%B1%D1%8B%D0%BB%D0%BE%D0%B2,7,10,
DK,"There are multiple artists sharing the name DK.
1) Danila Vladimirovich Kashin -- better known as DK -- Russian videoblogger, EDM producer and rapper. He was born in Kazan, Russia, on Nov, 6, 1996. He has been making music since he was 11. 

DK created his YouTube channel ""D.K. Inc."" in 2013, the first video on this channel was uploaded in 2016. At first, videos were in ""Let's Play"" format about videogame ""Counter-Strike: Global Offensive"". Later on https://www.last.fm/music/DK",71174,1460798,LIL THE NEEL
J,"IMPORTANT NOTE: over 90% of these scrobbles were incorrectly directed here. More than 1.5 millions of ""J's"" scrobbles were for the songs of  BTS's j-hope. Details (including sources) are on each track's page.

Below is information regarding artists with this ""J"" moniker, relevant to the original intention of this profile page.
------------------------------------------------------------------------------------------------------------------------------------------------------ https://www.last.fm/music/J",80134,3791588,SUGIZO
Fanta Damba,"Fanta Damba (born in 1938 in Ségou) is a Malian jalimuso (Bambara female Griot-singer) known to her fans as La Grand Vedette Malienne. She began singing as a child, growing up in a family of musicians. She began recording in her early twenties with Radio Mali. In 1975, she became the first jalimuso to tour Europe solo. She retired from as a performer in 1985. https://www.last.fm/music/Fanta+Damba",899,4399,Ami Koita
Fisniket,"Fisniket is an Albanian rock band created in the 80s, at that time pop and rock were very hyped in Kosovo with bands such as ""Gjurmet"", ""Iliret"" and ""Minatori"" being at the top.
Fisniket got to the top with their acoustic style. https://www.last.fm/music/Fisniket",1404,19232,Minatori
Herman basudde,https://www.last.fm/music/Herman+basudde,41,1188,Elly Wamala
Cheba Maria,"originally from Casablanca, Morocco, Cheba Maria , whose real name is maria zine, is interested from an early age to the Moroccan popular song, and will be much influenced by the reason of his idols, Cheb Hasni, Cheb Khaled Cheb Mami etc. .

it has a real passion of the public, leading to a series of concerts in his country, France, Spain and Italy.

in 1998, Cheba Maria moved to France and settled in Toulouse in search of new musical encounters and experiences https://www.last.fm/music/Cheba+Maria",4963,31565,Zahouania
Saw Lah Htaw Wah,https://www.last.fm/music/Saw+Lah+Htaw+Wah,85,864,Htoo Eain Thin
DJ Wanshan,https://www.last.fm/music/DJ+Wanshan,89,571,George Shadap
U Sung Eun,https://www.last.fm/music/U+Sung+Eun,10857,76244,MinJae
Sabri Fejzullahu,Sabri Fejzullahu is an albanian artist. He sings albanian variety. You can listen more from this artist in this adress : http://muzika.albasoul.com/artist.php?id=86 https://www.last.fm/music/Sabri+Fejzullahu,3276,66997,Ilir Shaqiri
Jo Dong Jin,https://www.last.fm/music/Jo+Dong+Jin,711,4504,Towner & Town Chief
Emon,"There are 2 artists with the name ""Emon""

1) Emon is a basque ska/reggae group that also mixes cumbia and rock, formed in Bergara, Gipuzkoa in 2007.
Members are Oiane (voice), Mikel (trumpet), Oier (saxophone), Isusko (trombone), Ekaitz (drums), Ander (Bass), Joanes (guitar) and Aritz (trikia).
Their first album ""Piztu Herria"" was published in 2010, and lastest album ""Konfeti Kolore"" in 2013.

2) emon, also known as emon(Tes.), is a male producer who entered the VOCALOID scene in 2010. https://www.last.fm/music/Emon",29054,270494,satuki ga tenkomori
Klapa Sveti Juraj HRM,https://www.last.fm/music/Klapa+Sveti+Juraj+HRM,1575,14840,Tomislav Bralić
DD Smash,DD Smash were a New Zealand pop/rock band formed by Dave Dobbyn after the breakup of Th'Dudes. https://www.last.fm/music/DD+Smash,7531,55942,Hello Sailor
Виктор Баум,https://www.last.fm/music/%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80+%D0%91%D0%B0%D1%83%D0%BC,353,2055,Murat Thagalegov
Neerja Pandit,https://www.last.fm/music/Neerja+Pandit,89,879,Rahul Wanchoo
Meena Rana,https://www.last.fm/music/Meena+Rana,207,1087,Rohit Chauhan
Song Hee-ran,https://www.last.fm/music/Song+Hee-ran,1904,8376,deulrejang
Hozan Şervan,https://www.last.fm/music/Hozan+%C5%9Eervan,287,1503,Şiyar Berwari
Norwegian Wood,"Norwegian Wood (노르웨이 숲) originally debuted as a duo on October 2, 2014 with 취한 밤에 (Feat. 효빈). In 2018-2019, Soyeon left, meaning that the duo split. Norwegian Wood, however, is still active as a solo producer and composer, collaborating with other singers. https://www.last.fm/music/Norwegian+Wood",12752,115932,Saevom
Koma Dilan,https://www.last.fm/music/Koma+Dilan,193,959,Burhan Toprak
NO_ON,https://www.last.fm/music/NO_ON,2378,11022,Taeyoon
Beşir Kaya,https://www.last.fm/music/Be%C5%9Fir+Kaya,680,3993,Koma Rozerin
Satish Sawariya Yadav,https://www.last.fm/music/Satish+Sawariya+Yadav,1,1,
김범룡,https://www.last.fm/music/%EA%B9%80%EB%B2%94%EB%A3%A1,787,6102,배따라기
Jaguar,"There are at least 9 bands called Jaguar: 

1) A NWOBHM band formed in Bristol, England who had moderate success throughout Europe and Asia in the early 80's. Further information follows below.

2) Jaguar (Real name: Charles Njagua Kanyi) is a Kenyan musician well known for his philanthropic character and his most viewed Kenyan clip Kigeugeu.

3) A Japanese Visual Kei band (ジャガー) formed in 2004 by Rara(Vo), Ichigo(Gu), Yuuri(Ba) and Naruka(Dr). https://www.last.fm/music/Jaguar",38320,406477,Atomkraft
Satish,https://www.last.fm/music/Satish,2503,33185,Swoopna Suman
Yeong Rok Jeon,https://www.last.fm/music/Yeong+Rok+Jeon,1319,3395,Kim HyunShik
Cemre Kamacıoğlu,https://www.last.fm/music/Cemre+Kamac%C4%B1o%C4%9Flu,40,320,Niyazi Koyuncu
Fedyz,https://www.last.fm/music/Fedyz,84,474,Gurejele
Deniz Deman,https://www.last.fm/music/Deniz+Deman,86,559,Kewê
12mé,https://www.last.fm/music/12m%C3%A9,623,6782,Areno Jaz
Asheem Mangoli,https://www.last.fm/music/Asheem+Mangoli,4,10,
Sherif Omeri,https://www.last.fm/music/Sherif+Omeri,476,3463,Koma Berxwedan
Halo,"There are at least 10 artists named Halo.
1) Halo is a solo project of Modern Classical/Ambient music by Italian composer Pasquale Riviezzo, 23 y.o. He currently lives in Zurich, Switzerland
2) Two piece sound-excreting entity based in Melbourne, Australia 
3) North Carolina emcee HaLo aka Mr. Ben Ready from 9th Wonder‘s It’s A Wonderful World Music Group/Jamla Records
4) Slovenian rock band formed in 1996.
5) British Rock band of the 2000's. https://www.last.fm/music/Halo",234093,4318346,Khanate
LEES2UN,"LEES2UN (Hangul: 리썬) is a Korean singer-songwriter signed under the label Sugar Records.
LEES2UN has released over 10 singles and 3 EPs. Their style of music is mostly R&B and soul, but also includes EDM. https://www.last.fm/music/LEES2UN",2029,17164,ccola
فـؤاد عبدالواحد,https://www.last.fm/music/%D9%81%D9%80%D8%A4%D8%A7%D8%AF+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%88%D8%A7%D8%AD%D8%AF,1,4,
IMFACT,"IMFACT (Hangul: 임팩트) was a five member South Korean boy band formed by Star Empire Entertainment consisting of members Park Je Up, Kim Tae Ho, Lee Ji An, Lee Sang and Na Ung Jae. Their debut mini-album ""LOLLIPOP"" was released on January 27, 2016.

The group left Star Empire Entertainment on January 4, 2022, after all members decided not to renew their contracts. https://www.last.fm/music/IMFACT",37478,641334,SNUPER
Mr Seed,https://www.last.fm/music/Mr+Seed,501,2116,Nadia Mukami
Mehmeet Syed,https://www.last.fm/music/Mehmeet+Syed,5,8,
quttay,https://www.last.fm/music/quttay,26,117,Zineken
Lee Heemoon,"Korean traditional folk/minyo singer.
Member of fusion gugak groups SsingSsing. https://www.last.fm/music/Lee+Heemoon",4362,26877,Adg7
Mina Rana,https://www.last.fm/music/Mina+Rana,1,1,
Aka,"There are at least nine artists that have used the name AKA.
1) AkA  (Electronic project)
2) AKA (Rock band, Indonesia)
3) AKA (Pop-punk band, USA)
4) AKA (No Wave band, Canada)
5) AKA (New media composer)
6) AKA (Rapper, Finland)
7) AKA (Punk band, USA)
8) Aka (Rapper, France)
9) AKA (Rapper, South Africa)

1) AkA Electronic Music project was grounded in 1993 by Henri Sizaret with the aim to go further in the inspiration triggered by the work of Richard H. Kirk, Uwe Schmidt and Vince Clarke.  https://www.last.fm/music/Aka",37150,430380,Nasty C
DASHXX,https://www.last.fm/music/DASHXX,2695,24632,shiza
Hozan Reşo,https://www.last.fm/music/Hozan+Re%C5%9Fo,674,9263,Hozan Kamuran
Bismilli Çeto,https://www.last.fm/music/Bismilli+%C3%87eto,828,2257,Bahoz
from all to human,https://www.last.fm/music/from+all+to+human,5235,28742,pigfrog
Guru negi,https://www.last.fm/music/Guru+negi,1,1,
Manos Hadjidakis,"Manos Hadjidakis (Μάνος Χατζιδάκις)  (1925-1994) was a Greek composer.

Hadjidakis was born on 23rd October 1925 in Xanthi, a tobacco-growing town near the northern border of Greece. His father, Yorgos Hadjidakis, a lawyer, was from Myrthio, the prefecture of Rethymnon, Crete. His mother, Aliki (Vasiliki), nee Arvanitidou, from Adrianople.

At the age of four he began taking piano lessons with Madame Altounian, a teacher of Armenian descent, in Xanthi. https://www.last.fm/music/Manos+Hadjidakis",27616,450813,Μάνος Χατζιδάκις
Alba,"There are numerous artists with this name, including: 
1) Alba is Franco-Mexican pop singer Alba-Clara Hinojosa; 
2) Alba is a Corsican band; 
3) Alba is a Danish medieval music ensemble founded in 1992; 
4) Alba is Italian entertainer Alba Parietti; 
5) Alba was a Scottish folk group active in the 1970s; 
6) Alba was a German electro trio of Keen K, Michael Künzer, and Roland Faber; 
7) ALBA is Spanish singer, guitarist and songwriter Alba Céspedes;  https://www.last.fm/music/Alba",35409,360095,Chronos
Hozan Aytaç,https://www.last.fm/music/Hozan+Ayta%C3%A7,455,3404,Murat Küçükavci
Azad Amedê,https://www.last.fm/music/Azad+Amed%C3%AA,130,757,Aram Serhad
Abyken,https://www.last.fm/music/Abyken,134,703,Darkhan Juzz
Nijaz,https://www.last.fm/music/Nijaz,83,299,Rūta Loop
Inder Arya,https://www.last.fm/music/Inder+Arya,4383,37503,Priyanka Meher
Wi Il Cheong,https://www.last.fm/music/Wi+Il+Cheong,215,777,신신애
Mihalis Violaris,https://www.last.fm/music/Mihalis+Violaris,4174,35171,Michalis Terlikkas
Klapa Kampanel,https://www.last.fm/music/Klapa+Kampanel,2980,38371,Klapa Iskon
Lee Eun Mi,https://www.last.fm/music/Lee+Eun+Mi,6338,28161,Park Hwayobi
Milan Das,https://www.last.fm/music/Milan+Das,5,18,
Blerta Kosova,"Blerta Kosova (born 30 august 1994), is an independent singer-songwriter, from Mitrovica, Kosovo. 

During her 13th year, that's when she started performing and playing with different bands and music events in the region, as a singer. Later on as she got her first guitar as a birthday present, after learning a few chords, also started writing songs. She is a student at the Mitrovica Rock School, that's where she took the first steps on the music scene, playing in bands, concerts, vocal technique, simply being a musician. https://www.last.fm/music/Blerta+Kosova",578,5980,por-nó
Choi Baek Ho,https://www.last.fm/music/Choi+Baek+Ho,5347,36388,CHOI BECK HO
SmileySmile,https://www.last.fm/music/SmileySmile,305,1255,KIMSAN 김산
HHP,"Jabulani Tsambo (14 September 1980 – 24 October 2018), better known by his stage name Hip Hop Pantsula, later shortened to HHP, was a South African Motswako  rapper (Motswakolista) who performed in several languages, mostly in Setswana.

 https://www.last.fm/music/HHP",1415,15246,Khuli Chana
DARREM,https://www.last.fm/music/DARREM,3159,34384,suliko
De Mens,"De Mens is a Belgian rock band from Ghent. The current members of the band are Frank Vander linden, Michel De Coster, and Dirk Jans.

After playing in many hobby groups together, long-time friends Vander linden and De Coster decided to start De Mens. Vander linden, a journalist for the acclaimed Belgian magazine Humo, left his job to pursue a career as a full-time musician. In 1992 the band released its first radio single, ""Dit is mijn huis"" (""This Is My House""), followed by the full album De Mens. https://www.last.fm/music/De+Mens",34774,673303,Noordkaap
